"permit_number","streetname","Cross Street 1","Cross Street 2","Utility / Contractor","Permit Reason","Utility Type","Effective Date","Expiration Date","Status","cnn"
"09EXC-4720","17TH ST","HARTFORD ST","CASTRO ST \ MARKET ST","San Francisco Water Department","Install New Service","Water Service","2009-08-14 00:00:00","2009-09-12 00:00:00","APPROVED","810000"
"09EXC-5265","EDDY ST","MASON ST","","NRG Energy Center SF","Relocate Service","Steam","2009-09-14 00:00:00","2009-10-13 00:00:00","APPROVED","24897000"
"09EXC-5265","MASON ST","EDDY ST","","NRG Energy Center SF","Relocate Service","Steam","2009-09-14 00:00:00","2009-10-13 00:00:00","APPROVED","24897000"
"09EXC-4785","POST ST","BRODERICK ST","BAKER ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-07 00:00:00","2009-09-20 00:00:00","APPROVED","10654000"
"09EXC-4780","SHOTWELL ST","17TH ST","18TH ST","San Francisco Water Department","Install New Service","Water Service","2009-08-18 00:00:00","2009-09-16 00:00:00","APPROVED","11835000"
"09EXC-4780","17TH ST","SHOTWELL ST","SOUTH VAN NESS AVE","San Francisco Water Department","Install New Service","Water Service","2009-08-18 00:00:00","2009-09-16 00:00:00","APPROVED","794000"
"09EXC-5016","07TH ST","I-80 E OFF RAMP","I-80 E OFF RAMP","SBC - Pacific Bell Engineering","Repair Manhole","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","374001"
"09EXC-5016","07TH ST","I-80 E OFF RAMP","","SBC - Pacific Bell Engineering","Repair Manhole","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","50079000"
"09EXC-5016","I-80 E OFF RAMP","07TH ST","","SBC - Pacific Bell Engineering","Repair Manhole","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","50079000"
"09EXC-5016","07TH ST","I-80 E OFF RAMP","BRYANT ST","SBC - Pacific Bell Engineering","Repair Manhole","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","374002"
"09EXC-5228","DEWEY BLVD","LAGUNA HONDA BLVD","PACHECO ST","San Francisco Water Department","Repair Main","Water Service","2009-09-01 00:00:00","2009-09-10 00:00:00","APPROVED","4734000"
"09EXC-3170","NORFOLK ST","FOLSOM ST","HARRISON ST","Pacific Gas & Electric","Replace Service","Gas","2009-08-07 00:00:00","2009-09-16 00:00:00","APPROVED","9642000"
"09EXC-3810","19TH ST","FOLSOM ST","SHOTWELL ST","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","968000"
"09EXC-3810","19TH ST","TREAT AVE","FOLSOM ST","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","967000"
"09EXC-3810","19TH ST","HARRISON ST","TREAT AVE","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","966000"
"09EXC-3810","19TH ST","FOLSOM ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24123000"
"09EXC-3810","FOLSOM ST","19TH ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24123000"
"09EXC-3810","19TH ST","HARRISON ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24039000"
"09EXC-3810","HARRISON ST","19TH ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24039000"
"09EXC-3810","19TH ST","SHOTWELL ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24125000"
"09EXC-3810","SHOTWELL ST","19TH ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24125000"
"09EXC-3810","19TH ST","TREAT AVE","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24042000"
"09EXC-3810","TREAT AVE","19TH ST","","San Francisco Water Department","Install New Main","Water Service","2009-07-20 00:00:00","2009-10-17 00:00:00","APPROVED","24042000"
"09EXC-5229","QUESADA AVE","03RD ST","NEWHALL ST","San Francisco Water Department","Repair Main","Water Service","2009-09-01 00:00:00","2009-09-30 00:00:00","APPROVED","10816201"
"09EXC-4301","PANORAMA DR","TWIN PEAKS BLVD","","Pacific Gas & Electric","Repair Leak","Gas","2009-07-21 00:00:00","2009-09-03 00:00:00","APPROVED","22415000"
"09EXC-4301","TWIN PEAKS BLVD","PANORAMA DR","","Pacific Gas & Electric","Repair Leak","Gas","2009-07-21 00:00:00","2009-09-03 00:00:00","APPROVED","22415000"
"09EXC-5187","BRODERICK ST","BAY ST","NORTH POINT ST","San Francisco Water Department","Install New Fire Service","Water Service","2009-09-02 00:00:00","2009-10-01 00:00:00","APPROVED","3221000"
"09EXC-4762","09TH AVE","BALBOA ST","CABRILLO ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-06 00:00:00","2009-09-19 00:00:00","APPROVED","428000"
"09EXC-4461","PICO AVE","ASHTON AVE","URBANO DR","Pacific Gas & Electric","Repair Leak","Gas","2009-07-31 00:00:00","2009-09-13 00:00:00","APPROVED","10414000"
"09EXC-5080","15TH ST","BUENA VISTA TER","PARK HILL AVE \ ROOSEVELT WAY","Pacific Gas & Electric","Repair Leak","Gas","2009-08-22 00:00:00","2009-10-05 00:00:00","APPROVED","668000"
"09EXC-5045","LARKIN ST","MCALLISTER ST","","Bureau of Street & Sewer Repair","Repair Leak","Steam:Sewer","2009-08-27 00:00:00","2009-09-09 00:00:00","APPROVED","24439000"
"09EXC-5045","MCALLISTER ST","LARKIN ST","","Bureau of Street & Sewer Repair","Repair Leak","Steam:Sewer","2009-08-27 00:00:00","2009-09-09 00:00:00","APPROVED","24439000"
"09EXC-4693","TARAVAL ST","16TH AVE","17TH AVE","San Francisco Water Department","Install New Fire Service","Water Service","2009-08-10 00:00:00","2009-09-08 00:00:00","APPROVED","12392000"
"09EXC-4965","PAUL AVE","SAN BRUNO AVE","","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","20578000"
"09EXC-4965","SAN BRUNO AVE","PAUL AVE","","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","20578000"
"09EXC-4965","PAUL AVE","BAY SHORE BLVD","SAN BRUNO AVE","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","10312000"
"09EXC-4965","BAY SHORE BLVD","PAUL AVE","","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","20574000"
"09EXC-4965","PAUL AVE","BAY SHORE BLVD","","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","20574000"
"09EXC-4965","PAUL AVE","WHEAT ST","BAY SHORE BLVD","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","10311000"
"09EXC-4965","PAUL AVE","GOULD ST","EXETER ST","XO California, Inc.","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","10308000"
"09EXC-4768","03RD ST","16TH ST","MARIPOSA ST","Pacific Gas & Electric","Cut-Off Service","Gas","2009-09-01 00:00:00","2009-10-15 00:00:00","APPROVED","186201"
"09EXC-5149","UPPER TER","MONUMENT WAY","UPPER TER","Pacific Gas & Electric","Repair Leak","Gas","2009-08-25 00:00:00","2009-10-08 00:00:00","APPROVED","13018001"
"09EXC-5038","SATURN ST","LOWER TER","TEMPLE ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-21 00:00:00","2009-10-04 00:00:00","APPROVED","11659000"
"09EXC-4716","OCEAN AVE","BRIGHTON AVE","PLYMOUTH AVE","San Francisco Water Department","Install New Service","Water Service","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","9821101"
"09EXC-4549","DIVISADERO ST","BAY ST","NORTH POINT ST","Pacific Gas & Electric","Repair Leak","Gas","2009-07-29 00:00:00","2009-09-11 00:00:00","APPROVED","4832000"
"09EXC-5015","LAUSSAT ST","FILLMORE ST","STEINER ST","Pacific Gas & Electric","Relocate Service","Gas","2009-09-21 00:00:00","2009-11-04 00:00:00","APPROVED","8178000"
"09EXC-4823","MASON ST","BEACH ST","JEFFERSON ST","Clear Channel Outdoor","Place Conduit","Electric:NewsRack","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","8840000"
"09EXC-4772","25TH AVE","EL CAMINO DEL MAR","LAKE ST","Pacific Gas & Electric","Install New Service","Electric","2009-08-13 00:00:00","2009-09-26 00:00:00","APPROVED","1372000"
"09EXC-4495","BARTLETT ST","21ST ST","22ND ST","Pacific Gas & Electric","Repair Leak","Gas","2009-07-28 00:00:00","2009-09-10 00:00:00","APPROVED","2742000"
"09EXC-4878","CANYON DR","SOUTH HILL BLVD","END","Pacific Gas & Electric","Replace Pole","Electric","2009-08-31 00:00:00","2009-10-14 00:00:00","APPROVED","3652201"
"09EXC-4385","ROANOKE ST","BEMIS ST \ MOFFITT ST","LAIDLEY ST","Pacific Gas & Electric","Replace Pole","Electric","2009-07-30 00:00:00","2009-09-05 00:00:00","APPROVED","11091000"
"09EXC-4385","BEMIS ST","MOFFITT ST \ ROANOKE ST","","Pacific Gas & Electric","Replace Pole","Electric","2009-07-30 00:00:00","2009-09-05 00:00:00","APPROVED","21932000"
"09EXC-4385","MOFFITT ST","BEMIS ST \ ROANOKE ST","","Pacific Gas & Electric","Replace Pole","Electric","2009-07-30 00:00:00","2009-09-05 00:00:00","APPROVED","21932000"
"09EXC-4385","ROANOKE ST","BEMIS ST \ MOFFITT ST","","Pacific Gas & Electric","Replace Pole","Electric","2009-07-30 00:00:00","2009-09-05 00:00:00","APPROVED","21932000"
"09EXC-5095","CHARTER OAK AVE","END","AUGUSTA ST","J. Flores Construction Co.","Replace Main","Sewer","2009-08-28 00:00:00","2009-09-10 00:00:00","APPROVED","3905000"
"09EXC-5260","SUSSEX ST","VAN BUREN ST","CONRAD ST","San Francisco Water Department","Repair Leak","Water Service","2009-09-04 00:00:00","2009-10-03 00:00:00","APPROVED","12309000"
"09EXC-5186","22ND AVE","CLEMENT ST","GEARY BLVD","San Francisco Water Department","Install New Service","Water Service","2009-08-28 00:00:00","2009-09-26 00:00:00","APPROVED","1134000"
"09EXC-4420","WEST PORTAL AVE","VICENTE ST","14TH AVE","Clear Channel Outdoor","Install Newsrack","NewsRack","2009-08-15 00:00:00","2009-09-13 00:00:00","APPROVED","13578201"
"09EXC-4281","NAGLEE AVE","CAYUGA AVE","END","Pacific Gas & Electric","Replace Service","Gas","2009-09-07 00:00:00","2009-11-04 00:00:00","APPROVED","9479000"
"09EXC-3443","PRENTISS ST","END","CHAPMAN ST","Pacific Gas & Electric","Install New Service","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","10752000"
"09EXC-5205","ATHENS ST","PERSIA AVE","RUSSIA AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-08-27 00:00:00","2009-10-10 00:00:00","APPROVED","2537000"
"09EXC-4450","03RD ST","UNDERWOOD AVE","VAN DYKE AVE \ WILLIAMS AVE","Pacific Gas & Electric","Install New Service","Electric","2009-08-17 00:00:00","2009-09-30 00:00:00","APPROVED","219101"
"09EXC-4450","VAN DYKE AVE","LANE ST","03RD ST \ WILLIAMS AVE","Pacific Gas & Electric","Install New Service","Electric","2009-08-17 00:00:00","2009-09-30 00:00:00","APPROVED","13142000"
"09EXC-5253","PLYMOUTH AVE","OCEAN AVE","PLYMOUTH AVE","San Francisco Water Department","Repair Leak","Water Service","2009-09-02 00:00:00","2009-09-11 00:00:00","APPROVED","10523000"
"09EXC-4587","HEAD ST","END","RANDOLPH ST","Pacific Gas & Electric","Replace Service","Gas","2009-09-14 00:00:00","2009-10-28 00:00:00","APPROVED","6854000"
"09EXC-4158","17TH ST","HARTFORD ST","CASTRO ST \ MARKET ST","SBC - Pacific Bell Engineering","Place Conduit","Telephone","2009-08-31 00:00:00","2009-09-29 00:00:00","APPROVED","810000"
"09EXC-4915","26TH AVE","CALIFORNIA ST","CLEMENT ST","San Francisco Water Department","Repair Main","Water Service","2009-08-15 00:00:00","2009-09-13 00:00:00","APPROVED","1471000"
"09EXC-4801","SPEAR ST","FOLSOM ST","HARRISON ST","San Francisco Water Department","Repair Leak","Water Service","2009-08-08 00:00:00","2009-09-06 00:00:00","APPROVED","12047000"
"09EXC-5028","JUDAH ST","41ST AVE","42ND AVE","San Francisco Water Department","Install New Service","Water Service","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","7678000"
"09EXC-4890","DIVISADERO ST","14TH ST","DUBOCE AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-08-17 00:00:00","2009-09-30 00:00:00","APPROVED","4796000"
"09EXC-5209","NEWBURG ST","27TH ST \ CASTRO ST","DUNCAN ST","Pacific Gas & Electric","Replace Service","Gas","2009-09-30 00:00:00","2009-11-13 00:00:00","APPROVED","9547000"
"09EXC-4449","LOMBARD ST","LAGUNA ST","BUCHANAN ST","Pacific Gas & Electric","Replace Manhole","Electric","2009-08-17 00:00:00","2009-09-30 00:00:00","APPROVED","8457101"
"09EXC-4620","PACHECO ST","28TH AVE","29TH AVE","San Francisco Water Department","Repair Main","Water Service","2009-08-07 00:00:00","2009-09-05 00:00:00","APPROVED","10100000"
"09EXC-4822","MASON ST","BEACH ST","JEFFERSON ST","Clear Channel Outdoor","Place Conduit","Electric:NewsRack","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","8840000"
"09EXC-5104","AGUA WAY","TERESITA BLVD","LA BICA WAY","NTK Construction, Inc","Install New Service","Water Service","2009-08-24 00:00:00","2009-09-04 00:00:00","APPROVED","2104000"
"09EXC-4979","FRANKLIN ST","FELL ST","LINDEN ST","SBC - Pacific Bell Engineering","Repair Main","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","5800000"
"09EXC-4979","FRANKLIN ST","LINDEN ST","","SBC - Pacific Bell Engineering","Repair Main","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","24458000"
"09EXC-4979","LINDEN ST","FRANKLIN ST","","SBC - Pacific Bell Engineering","Repair Main","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","24458000"
"09EXC-4917","BRANNAN ST","05TH ST","06TH ST \ I-280 NORTHBOUND  \ I-280 SOUTHBOUND","San Francisco Water Department","Repair Main","Water Service","2009-08-19 00:00:00","2009-09-17 00:00:00","APPROVED","3081000"
"08EXC-0571","FOLSOM ST","SPEAR ST","MAIN ST","Pacific Gas & Electric","Repair Main","Electric","5008-05-07 00:00:00","5008-06-05 00:00:00","APPROVED","5651000"
"09EXC-3955","16TH ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24183000"
"09EXC-3955","VALENCIA ST","16TH ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24183000"
"09EXC-3955","15TH ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24377000"
"09EXC-3955","VALENCIA ST","15TH ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24377000"
"09EXC-3955","VALENCIA ST","16TH ST","17TH ST","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13060000"
"09EXC-3955","17TH ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24174000"
"09EXC-3955","VALENCIA ST","17TH ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24174000"
"09EXC-3955","18TH ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24160000"
"09EXC-3955","VALENCIA ST","18TH ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24160000"
"09EXC-3955","VALENCIA ST","18TH ST","19TH ST","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13064000"
"09EXC-3955","19TH ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24158000"
"09EXC-3955","VALENCIA ST","19TH ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24158000"
"09EXC-3955","SPARROW ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24376000"
"09EXC-3955","VALENCIA ST","SPARROW ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24376000"
"09EXC-3955","VALENCIA ST","15TH ST","SPARROW ST","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13058000"
"09EXC-3955","VALENCIA ST","SPARROW ST","16TH ST","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13059000"
"09EXC-3955","CLARION ALY","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24173000"
"09EXC-3955","VALENCIA ST","CLARION ALY","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24173000"
"09EXC-3955","SYCAMORE ST","VALENCIA ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24172000"
"09EXC-3955","VALENCIA ST","SYCAMORE ST","","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","24172000"
"09EXC-3955","VALENCIA ST","17TH ST","CLARION ALY","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13061000"
"09EXC-3955","VALENCIA ST","CLARION ALY","SYCAMORE ST","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13062000"
"09EXC-3955","VALENCIA ST","SYCAMORE ST","18TH ST","Ghilotti Bros. Construction","Reconstruct Pavement","Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer","2009-07-20 00:00:00","2010-04-15 00:00:00","APPROVED","13063000"
"09EXC-4927","22ND ST","MINNESOTA ST","INDIANA ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-15 00:00:00","2009-09-28 00:00:00","APPROVED","1161000"
"09EXC-4402","TERRA VISTA AVE","ENCANTO AVE","BARCELONA AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-07-23 00:00:00","2009-09-05 00:00:00","APPROVED","12525000"
"09EXC-4034","24TH AVE","LAWTON ST","MORAGA ST","Pacific Gas & Electric","Replace Service","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","1302000"
"09EXC-4507","18TH ST","CHURCH ST","SANCHEZ ST","Pacific Gas & Electric","Repair Leak","Gas","2009-07-28 00:00:00","2009-09-10 00:00:00","APPROVED","888000"
"09EXC-4323","LA PLAYA ","LAWTON ST","GREAT HWY","Pacific Gas & Electric","Repair Sidewalk","Gas","2009-09-14 00:00:00","2009-10-28 00:00:00","APPROVED","8512001"
"09EXC-4904","DIAMOND HEIGHTS BLVD","DIAMOND ST","ADDISON ST \ GOLD MINE DR","San Francisco Water Department","Repair Main","Water Service","2009-08-19 00:00:00","2009-09-17 00:00:00","APPROVED","4779201"
"09EXC-4763","05TH ST","PERRY ST","BRYANT ST \ I-80 E ON RAMP","San Francisco Water Department","Install New Service","Water Service","2009-08-10 00:00:00","2009-09-08 00:00:00","APPROVED","303000"
"09EXC-2033","FILBERT ST","MONTGOMERY ST","TELEGRAPH HILL BLVD","San Francisco Water Department","Install New Fire Service","Water Service","3009-04-03 00:00:00","3009-05-02 00:00:00","APPROVED","5494001"
"09EXC-4400","16TH AVE","LAWTON ST","LOMITA AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-07-23 00:00:00","2009-09-05 00:00:00","APPROVED","682000"
"09EXC-4421","WEST PORTAL AVE","VICENTE ST","14TH AVE","Clear Channel Outdoor","Install Newsrack","NewsRack","2009-08-15 00:00:00","2009-09-13 00:00:00","APPROVED","13578201"
"09EXC-4181","BUSH ST","CHATHAM PL","STOCKTON ST","Pacific Gas & Electric","Replace Manhole","Electric","2009-07-20 00:00:00","2009-09-02 00:00:00","APPROVED","3432000"
"09EXC-4862","POST ST","POLK ST","VAN NESS AVE","Pacific Gas & Electric","Raise / Adjust Casting","Gas","2009-09-14 00:00:00","2009-10-28 00:00:00","APPROVED","10640000"
"09EXC-4182","KIRKWOOD AVE","NEWHALL ST","PHELPS ST","Pacific Gas & Electric","Install New Service","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","7895000"
"09EXC-4806","LARKIN ST","MCALLISTER ST","GOLDEN GATE AVE","Bureau of Street & Sewer Repair","Reconstruct Pavement","Street / Roadway","2009-08-17 00:00:00","2009-09-06 00:00:00","APPROVED","8123000"
"09EXC-4806","LARKIN ST","TURK ST","EDDY ST","Bureau of Street & Sewer Repair","Reconstruct Pavement","Street / Roadway","2009-08-17 00:00:00","2009-09-06 00:00:00","APPROVED","8125000"
"09EXC-4806","LARKIN ST","EDDY ST","WILLOW ST","Bureau of Street & Sewer Repair","Reconstruct Pavement","Street / Roadway","2009-08-17 00:00:00","2009-09-06 00:00:00","APPROVED","8126000"
"09EXC-4806","LARKIN ST","WILLOW ST","ELLIS ST","Bureau of Street & Sewer Repair","Reconstruct Pavement","Street / Roadway","2009-08-17 00:00:00","2009-09-06 00:00:00","APPROVED","8127000"
"09EXC-4806","LARKIN ST","MYRTLE ST","GEARY ST","Bureau of Street & Sewer Repair","Reconstruct Pavement","Street / Roadway","2009-08-17 00:00:00","2009-09-06 00:00:00","APPROVED","8131000"
"09EXC-3770","07TH ST","NATOMA ST","HOWARD ST","Pacific Gas & Electric","Repair Main","Electric","2009-09-01 00:00:00","2009-09-30 00:00:00","APPROVED","370000"
"09EXC-3770","07TH ST","HOWARD ST","FOLSOM ST","Pacific Gas & Electric","Repair Main","Electric","2009-09-01 00:00:00","2009-09-30 00:00:00","APPROVED","371000"
"09EXC-4175","LUCERNE ST","END","","Pacific Gas & Electric","Remove Pole","Electric","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","50007000"
"09EXC-5014","SATURN ST","TEMPLE ST","ROOSEVELT WAY","Pacific Gas & Electric","Repair Leak","Gas","2009-08-20 00:00:00","2009-10-03 00:00:00","APPROVED","11660000"
"09EXC-4910","LOUISBURG ST","MOUNT VERNON AVE","MARGARET AVE \ RIDGE LN","San Francisco Water Department","Install New Fire Service","Water Service","2009-08-19 00:00:00","2009-09-17 00:00:00","APPROVED","8502000"
"09EXC-4551","BAY SHORE BLVD","JERROLD AVE","BAY SHORE BLVD","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","2799104"
"09EXC-4551","BAY SHORE BLVD","JERROLD AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33282000"
"09EXC-4551","JERROLD AVE","BAY SHORE BLVD","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33282000"
"09EXC-4551","BAY SHORE BLVD","BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE","JERROLD AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","2799103"
"09EXC-4551","BAY SHORE BLVD","BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33751000"
"09EXC-4551","BAY SHORE BLVD OFF RAMP","BAY SHORE BLVD \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33751000"
"09EXC-4551","HWY 101 N OFF RAMP","BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33751000"
